Compound,RF,NN
CMP4716,9.06633887,8.868980797
CMP4717,9.072409962,10.88137564
CMP4718,8.588128479,5.680130517
CMP4719,9.592137006,9.947928745
CMP4720,9.533914486,9.740775094
CMP4721,8.84912635,9.007642736
CMP4722,6.134921737,5.198561601
CMP4723,7.352354458,4.426772128
CMP4724,6.387909818,1.926619061
CMP4725,8.908401213,7.762852292
CMP4726,7.070007222,7.175529247
CMP4727,7.841758982,5.969521105
CMP4728,6.281303983,5.928613544
CMP4729,8.555876947,9.977446772
CMP4730,8.575371251,9.081989018
CMP4731,8.118371828,9.452204538
CMP4732,7.756673447,10.07020698
CMP4733,7.479059643,8.067474585
CMP4734,8.36246118,10.09693537
CMP4735,9.318641618,7.133337437
CMP4736,9.854080455,10.36509451
CMP4737,6.621223726,6.251123265
CMP4738,9.594888707,9.316759217
CMP4739,8.322469866,8.483909928
CMP4740,9.170740296,10.21525856
CMP4741,7.483272011,10.40883559
CMP4742,8.161722353,4.65867403
CMP4743,8.00001334,5.986741853
CMP4744,8.809916736,8.026548919
CMP4745,8.98547046,6.512517149
CMP4746,8.647254884,9.667102601
CMP4747,8.914111872,8.857363327
CMP4748,9.400805246,9.551724452
CMP4749,8.709888119,8.978149661
CMP4750,9.408767436,9.636811859
CMP4751,8.845417665,6.094644208
CMP4752,9.811338458,10.27635847
CMP4753,8.459748928,9.816362723
CMP4754,9.472234595,7.842591735
CMP4755,6.997198809,7.972302793
CMP4756,9.565803492,10.23030535
CMP4757,9.49005003,8.796286829
CMP4758,9.35526596,9.638312267
CMP4759,9.270659215,9.606117695
CMP4760,9.093865826,6.582713514
CMP4761,6.635552145,6.484706632
CMP4762,9.046503129,8.510964569
CMP4763,8.641010247,10.61453172
CMP4764,9.038751677,10.26340183
CMP4765,9.375069095,9.975485012
CMP4766,7.679466082,7.612184395
CMP4767,9.513800791,9.775806329
CMP4768,7.649503407,6.252577475
CMP4769,7.832211983,6.378923235
CMP4770,7.865447991,7.790116465
CMP4771,9.573964001,10.67338698
CMP4772,7.229729437,4.954651666
CMP4773,9.487875204,8.848309933
CMP4774,7.820715122,9.020992709
CMP4775,7.58083382,5.79565004
CMP4776,9.566480711,10.7044702
CMP4777,8.053067566,10.37189874
CMP4778,9.311752489,7.915328013
CMP4779,9.091982222,9.385996957
CMP4780,7.420402239,6.434046394
CMP4781,9.410382579,8.75326412
CMP4782,9.33844494,10.67069181
CMP4783,9.743494477,10.41938957
CMP4784,9.210399621,6.533757727
CMP4785,8.388311613,7.236374088
CMP4786,8.213490304,5.461791148
CMP4787,9.592707901,9.751483863
CMP4788,8.8240332,9.735726097
CMP4789,7.786579665,8.008780355
CMP4790,8.216838405,9.712656879
CMP4791,9.224521442,9.992917999
CMP4792,7.705054197,8.814772202
CMP4793,6.590332027,9.070675908
CMP4794,9.296130428,9.018381106
CMP4795,6.899474017,7.125508863
CMP4796,7.660998903,8.996728959
CMP4797,7.96090249,8.037111523
CMP4798,8.112253984,7.436335991
CMP4799,9.372031211,7.67744501
CMP4800,9.130618245,8.512693851
CMP4801,8.59015993,9.708447472
CMP4802,7.455622537,8.069447923
CMP4803,9.265780851,10.31966773
CMP4804,8.841832662,8.882120874
CMP4805,8.580071207,4.549355028
CMP4806,6.416518742,4.492257513
CMP4807,8.407809128,9.998113299
CMP4808,9.1762824,8.534995249
CMP4809,7.137200902,8.470891226
CMP4810,7.920415636,7.637560496
CMP4811,9.070147703,9.603755066
CMP4812,8.830111306,8.228242892
CMP4813,9.258361725,9.293138286
CMP4814,7.617551586,9.245719105
CMP4815,9.053825221,9.194736777
CMP4816,7.87683659,10.51813038
CMP4817,9.71900165,9.439951728
CMP4818,9.416813404,7.917569748
CMP4819,7.732378611,6.277278769
CMP4820,8.382819095,10.10340269
CMP4821,8.822907491,9.744120528
CMP4822,8.655326504,10.03625498
CMP4823,9.109805229,7.772875252
CMP4824,9.314185957,9.192428746
CMP4825,9.313760757,9.536297086
CMP4826,8.393226015,5.400493403
CMP4827,9.228318785,9.819922859
CMP4828,7.153466074,8.923054514
CMP4829,7.804722798,9.163334519
CMP4830,9.112127043,10.44887169
CMP4831,8.434025371,7.576045271
CMP4832,9.423151172,9.904492982
CMP4833,7.735139927,7.231726477
CMP4834,9.757698968,8.624957583
CMP4835,8.332078385,8.48883045
CMP4836,9.50693745,9.853506844
CMP4837,7.76683853,9.178001469
CMP4838,8.199334591,7.458922569
CMP4839,8.611372474,10.89135014
CMP4840,7.557322987,5.477425984
CMP4841,6.738752278,3.095973229
CMP4842,9.153229088,9.624681179
CMP4843,7.778799667,7.826381952
CMP4844,8.000594369,7.854770032
CMP4845,9.307719991,7.853165801
CMP4846,9.161334211,9.850420223
CMP4847,7.64949472,7.163156803
CMP4848,7.973045781,4.13486253
CMP4849,7.597335542,6.652513596
CMP4850,8.831816117,9.561965714
CMP4851,8.047965755,6.370652124
CMP4852,7.692021447,7.42287449
CMP4853,9.341180972,10.8885882
CMP4854,7.780412663,8.471145608
CMP4855,7.189735892,5.998777315
CMP4856,7.3075606,8.503390451
CMP4857,8.984886325,7.795910746
CMP4858,8.713724951,9.822163044
CMP4859,9.189268606,10.22097661
CMP4860,9.315685693,9.38055813
CMP4861,7.577076379,10.15361954
CMP4862,9.355686722,9.18507682
CMP4863,6.67566267,7.081934897
CMP4864,8.071125863,9.950868604
CMP4865,7.285930531,6.961535779
CMP4866,8.084136089,7.824047605
CMP4867,7.129498446,7.418516457
CMP4868,7.107569628,8.585772236
CMP4869,9.457899835,10.55076132
CMP4870,6.644702428,7.293243756
CMP4871,8.062923535,8.879365336
CMP4872,9.090578006,8.915460653
CMP4873,9.486156183,9.916036882
CMP4874,9.919785378,10.48814908
CMP4875,9.189675219,10.50825229
CMP4876,7.731183286,8.862173866
CMP4877,7.521954852,9.508372359
CMP4878,7.505992072,5.708874674
CMP4879,9.285470199,9.746981476
CMP4880,7.27398967,6.427370662
CMP4881,7.861858144,10.48632817
CMP4882,8.83799739,9.778363839
CMP4883,9.412580511,9.129098575
CMP4884,8.375882287,10.69307776
CMP4885,8.941987026,8.848046722
CMP4886,9.324295815,9.635578611
CMP4887,9.45483891,8.140931793
CMP4888,7.625366881,8.911267964
CMP4889,8.260828657,9.111187618
CMP4890,7.207956183,9.526592591
CMP4891,9.458923061,8.06580834
CMP4892,7.077853443,7.930086442
CMP4893,9.280128627,8.578638936
CMP4894,9.130068045,7.692019687
CMP4895,8.07127379,8.954998864
CMP4896,9.534420404,8.406431668
CMP4897,8.256178584,7.066475042
CMP4898,6.61084558,6.879884104
CMP4899,8.629903271,9.411556294
CMP4900,8.917287592,8.408056563
CMP4901,8.913982676,10.86775817
CMP4902,8.257269873,7.612110047
CMP4903,7.797142009,7.717461952
CMP4904,9.459185915,8.470912087
CMP4905,9.206076025,9.751138096
CMP4906,7.251748276,5.290972394
CMP4907,6.859664472,7.025260039
CMP4908,7.712185742,5.355730652
CMP4909,7.090723447,7.083780914
CMP4910,6.547674818,5.239870577
CMP4911,6.821451169,4.284571928
CMP4912,9.202164109,9.520225774
CMP4913,7.33431687,6.589849549
CMP4914,9.685772339,8.667090123
CMP4915,6.458258377,7.4602679
CMP4916,6.275399563,4.582761667
CMP4917,6.389098297,5.541236629
CMP4918,9.014487141,8.795671641
CMP4919,6.6516596,5.143215329
CMP4920,9.846375685,9.714123964
CMP4921,9.466355871,8.428589117
CMP4922,8.185267671,5.13336567
CMP4923,7.905131398,7.094197494
CMP4924,9.048368064,9.286369628
CMP4925,7.875501953,8.55195282
CMP4926,8.929793008,8.323186664
CMP4927,8.412827267,5.436406883
CMP4928,7.446324636,8.575718362
CMP4929,8.671219449,9.114685619
CMP4930,7.411467185,6.515202485
CMP4931,6.421489893,6.461593557
CMP4932,8.972630683,8.181533552
CMP4933,7.912068673,7.179301465
CMP4934,9.116779355,7.94204946
CMP4935,8.965777167,8.328073001
CMP4936,7.755909228,9.000375921
CMP4937,6.721035565,8.27194646
CMP4938,8.848164201,7.51032429
CMP4939,8.968218626,10.04228121
CMP4940,7.02700744,5.665945388
CMP4941,6.793278216,6.674849588
CMP4942,7.268758152,9.025958518
CMP4943,8.868366814,4.553070159
CMP4944,9.082422258,4.863051458
CMP4945,9.234927251,7.885058386
CMP4946,8.454370169,8.869927957
CMP4947,8.941200856,7.741470463
CMP4948,8.040622536,6.330868765
CMP4949,8.332538339,6.07328321
CMP4950,7.315541404,4.762628384
CMP4951,8.021843552,10.59466044
CMP4952,9.446395222,10.23230947
CMP4953,9.330506992,8.160548201
CMP4954,8.661519807,10.38774709
CMP4955,7.58449551,6.937203239
CMP4956,9.312568234,10.48919682
CMP4957,9.022913578,6.486174914
CMP4958,9.710098711,9.667401796
CMP4959,7.271426122,6.97784325
CMP4960,9.309167267,8.136091019
CMP4961,9.046297157,10.25048367
CMP4962,9.646710335,8.469399482
CMP4963,6.489417365,6.327145205
CMP4964,7.663707156,7.222446727
CMP4965,9.274199674,9.934660582
CMP4966,8.698468487,10.53510687
CMP4967,8.405531301,7.540463779
CMP4968,7.610800842,7.014144735
CMP4969,9.265426202,8.841239854
CMP4970,9.389981962,7.69319337
CMP4971,8.485259865,10.54407145
CMP4972,8.252908378,7.507159119
CMP4973,8.323990167,10.48765296
CMP4974,6.406481607,7.501251781
CMP4975,9.539904969,9.632843269
CMP4976,8.166821419,9.925204473
CMP4977,9.343452881,9.832223128
CMP4978,9.099973002,10.3131467
CMP4979,7.82708825,9.030979066
CMP4980,8.533011526,9.389674798
CMP4981,9.559472644,7.456485994
CMP4982,9.397392231,8.783312879
CMP4983,8.87248642,6.983796593
CMP4984,7.203825428,5.283460219
CMP4985,8.935618822,10.30175008
CMP4986,9.012347446,8.473973312
CMP4987,8.794574471,10.84279705
CMP4988,8.805456758,9.533994182
CMP4989,8.395429096,6.042835487
CMP4990,9.234469249,9.047619286
CMP4991,9.468885662,9.699245004
CMP4992,9.481761357,10.42515192
CMP4993,9.072666764,8.534094605
CMP4994,9.523907436,5.799226279
CMP4995,8.329572533,9.339457123
CMP4996,6.857319836,7.12598162
CMP4997,7.720949166,8.307724723
CMP4998,7.862991507,4.209262451
CMP4999,7.354828187,7.795940921
CMP5000,7.436210564,8.575580441
